app,content,score,sentiment,review_clean,review_segmented,language
Tiki,Dùng mấy năm rồi nhưng giờ mới đánh giá. App dễ sử dụng. Nhiều chương trình giảm giá. Tiki giao hàng rất nhanh. Mục vận chuyển Tikinow thì Pẻfect 👍,5,positive,dùng mấy năm rồi nhưng giờ mới đánh giá app dễ sử dụng nhiều chương trình giảm giá tiki giao hàng rất nhanh mục vận chuyển tikinow thì pẻfect,dùng mấy năm rồi nhưng giờ mới đánh_giá app dễ sử_dụng nhiều chương_trình giảm_giá tiki giao hàng rất nhanh_mục vận_chuyển tikinow thì pẻfect,vi
Tiki,"Cho 3 sao vì đã đi đầu trong việc sử dụng blockchain có token riêng cho thấy sự khác biệt của thương mại truyền thống , nhưng có điều nạp tiền vào để đầu tư cho tiki mà nạp được nhưng không có chỗ rút tiền . App lớn mà làm awnnkyf cục vậy Hàng hoá thì đắt hơn sàn khác cùng loại Được cái giao hàng nhanh, uy tín, hay vào mua sách là chính",3,positive,cho 3 sao vì đã đi đầu trong việc sử dụng blockchain có token riêng cho thấy sự khác biệt của thương mại truyền thống nhưng có điều nạp tiền vào để đầu tư cho tiki mà nạp được nhưng không có chỗ rút tiền app lớn mà làm awnnkyf cục vậy hàng hoá thì đắt hơn sàn khác cùng loại được cái giao hàng nhanh uy tín hay vào mua sách là chính,cho 3 sao vì đã đi đầu trong việc sử_dụng blockchain có token riêng cho thấy sự khác_biệt của thương_mại truyền_thống nhưng có_điều nạp tiền vào để đầu_tư cho tiki mà nạp được nhưng không có chỗ rút_tiền app lớn mà làm awnnkyf_cục vậy hàng hóa thì đắt hơn sàn khác cùng loại được cái giao hàng nhanh uy_tín hay vào mua sách là chính,vi
Shopee,"SHOPEE À,cập nhật ngay cho tao cái phường Hồng Hà,dcu app đ cập nhật tin tức à mà không nghe tin báo v",4,positive,shopee à cập nhật ngay cho tao cái phường hồng hà dcu app đ cập nhật tin tức à mà không nghe tin báo v,shopee à cập_nhật ngay cho tao cái phường hồng_hà dcu app đ cập_nhật tin_tức à mà không nghe tin báo v,vi
Tiki,"Oke nha... Có sự cố là xử lý được liền, khiếu nại hàng hóa gì cũng oke",5,positive,oke nha có sự cố là xử lý được liền khiếu nại hàng hóa gì cũng oke,oke nha có sự_cố là xử_lý được liền khiếu_nại hàng hóa gì cũng oke,vi
Shopee,giao hàng nhanh can than,5,positive,giao hàng nhanh can than,giao hàng nhanh_can than,vi
Shopee,app ổn phết,5,positive,app ổn phết,app ổn phết,vi
Tiki,phình thường,4,positive,phình thường,phình thường,vi
Tiki,Tiki mua bán hàng chất lượng nhưng hạn chế là vẫn chưa được trợ giá sản phẩm và phí ship...,5,positive,tiki mua bán hàng chất lượng nhưng hạn chế là vẫn chưa được trợ giá sản phẩm và phí ship,tiki mua_bán hàng chất_lượng nhưng hạn_chế là vẫn chưa được trợ_giá sản_phẩm và phí ship,vi
Lazada,đồ câu đẹp,5,positive,đồ câu đẹp,đồ câu đẹp,vi
Tiki,Hơi nhiều quảng cáo,4,positive,hơi nhiều quảng cáo,hơi nhiều quảng_cáo,vi
Shopee,ok.rất tốt,5,positive,ok rất tốt,ok rất tốt,vi
Shopee,"Hàng hóa đa dạng, giá rẻ, chất lượng. Shopee mãi đỉnh",5,positive,hàng hóa đa dạng giá rẻ chất lượng shopee mãi đỉnh,hàng hóa đa_dạng giá rẻ chất_lượng shopee mãi đỉnh,vi
Lazada,Tim kiem giong noi,5,positive,tim kiem giong noi,tim kiem giong noi,vi
Shopee,nhiều voucher,5,positive,nhiều voucher,nhiều voucher,vi
Shopee,"dùng sdt đang dùng mak shopee ko nhận,bên tiktok vẫn nhận bth cs mỗi shopee là ko🙃",2,positive,dùng sdt đang dùng mak shopee không nhận bên tiktok vẫn nhận bth cs mỗi shopee là không,dùng sdt đang dùng mak shopee không nhận bên tiktok vẫn nhận bth cs mỗi shopee là không,vi
Tiki,Hay nhà phê bình game,5,positive,hay nhà phê bình game,hay nhà phê_bình game,vi
Tiki,Khá là hay😊😊,5,positive,khá là hay,khá là hay,vi
Shopee,hỗ trợ nhiệt tình,5,positive,hỗ trợ nhiệt tình,hỗ_trợ nhiệt_tình,vi
Tiki,Quá tốt !,5,positive,quá tốt,quá tốt,vi
Tiki,"hàng tốt, chất lượng, yên tâm khi mua ở Tiki. Hi vọng cty ngày càng phát triển",5,positive,hàng tốt chất lượng yên tâm khi mua ở tiki hi vọng cty ngày càng phát triển,hàng tốt chất_lượng yên_tâm khi mua ở tiki hi_vọng cty ngày_càng phát_triển,vi
Shopee,"vừa tải về đã đc mã giảm 80k, ứng dụng khá tốt xài rất ổn, thông tin giao hàng và chính sách rất chuẩn.",5,positive,vừa tải về đã được mã giảm 80k ứng dụng khá tốt xài rất ổn thông tin giao hàng và chính sách rất chuẩn,vừa tải về đã được mã giảm 80 k ứng_dụng khá tốt_xài rất ổn thông_tin giao hàng và chính_sách rất chuẩn,vi
Shopee,"trải nghiệm mua hàng tốt, nhanh, an toàn, có nhiều khuyến mãi và hậu mãi",5,positive,trải nghiệm mua hàng tốt nhanh an toàn có nhiều khuyến mãi và hậu mãi,trải_nghiệm mua hàng tốt nhanh an_toàn có nhiều khuyến_mãi và hậu_mãi,vi
Tiki,Hay ok,4,positive,hay ok,hay ok,vi
Tiki,Ok Trang Hi,5,positive,ok trang hi,ok trang hi,vi
Shopee,trải nghiệm ngon lành cành đào,5,positive,trải nghiệm ngon lành cành đào,trải_nghiệm ngon_lành cành đào,vi
Lazada,"Tất cả các đơn hàng tôi mua rất uy tín,LAZADA rất uy tín,và có thêm khuyến mãi nên mọi người có thể tải app LAZADA về nhé😉",5,positive,tất cả các đơn hàng tôi mua rất uy tín lazada rất uy tín và có thêm khuyến mãi nên mọi người có thể tải app lazada về nhé,tất_cả các đơn hàng tôi mua rất uy_tín_lazada rất uy_tín và có thêm khuyến_mãi nên mọi người có_thể tải app lazada về nhé,vi
Tiki,"Trước đây app dùng tốt, mà chừng 1 tháng nay hễ vô Giỏ hàng là app tự thoát, treo ĐT.",1,positive,trước đây app dùng tốt mà chừng 1 tháng nay hễ vô giỏ hàng là app tự thoát treo đt,trước_đây app dùng tốt mà chừng 1 tháng nay hễ vô giỏ hàng là app tự thoát treo đt,vi
Shopee,1 tháng nay đặt hàng mà shipper ko giao hàng gì cả và ngoài ra nói là đơn hàng chuẩn bị giao vui lòng chú ý đt mà đợi mãi ko ai gọi xong cuối cùng đơn lại hoàn về shop chịu shoppe rồi đó giao hàng ko giao,1,positive,1 tháng nay đặt hàng mà shipper không giao hàng gì cả và ngoài ra nói là đơn hàng chuẩn bị giao vui lòng chú ý đt mà đợi mãi không ai gọi xong cuối cùng đơn lại hoàn về cửa hàng chịu shoppe rồi đó giao hàng không giao,1 tháng nay đặt_hàng mà shipper không giao hàng gì cả và ngoài_ra nói là đơn hàng chuẩn_bị giao vui_lòng chú_ý đt mà đợi mãi không ai gọi xong cuối_cùng đơn lại hoàn về cửa_hàng chịu shoppe rồi đó giao hàng_không giao,vi
Shopee,dao nhanh cho 5 sao,5,positive,dao nhanh cho 5 sao,dao nhanh cho 5 sao,vi
Tiki,Phan Thị Tươi hỏi giá bộ đồ màu trắng đen bao nhiêu vậy shop,5,positive,phan thị tươi hỏi giá bộ đồ màu trắng đen bao nhiêu vậy cửa hàng,phan_thị_tươi hỏi giá bộ_đồ màu trắng đen bao_nhiêu vậy cửa_hàng,vi
Tiki,"Rất thích, tốt",3,positive,rất thích tốt,rất thích tốt,vi
Shopee,rất tuyện khi đặt hàng,5,positive,rất tuyện khi đặt hàng,rất tuyện khi đặt_hàng,vi
Tiki,Chưa vô nhưng 5*,5,positive,chưa vô nhưng 5,chưa vô nhưng 5,vi
Shopee,shipper tự ý hoàn đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao minh sẽ lấy báo lên tổng đài thì không giải quyết và giao lại đơn hàng cho mình,1,positive,shipper tự ý hoàn đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao minh sẽ lấy báo lên tổng đài thì không giải quyết và giao lại đơn hàng cho mình,shipper tự_ý hoàn_đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao_minh sẽ lấy báo lên tổng_đài thì không giải_quyết và giao lại đơn hàng cho mình,vi
Tiki,Tôi hay lòng,5,positive,tôi hay lòng,tôi hay lòng,vi
Tiki,Giao hang nhanh ma con re .ung ho đi moi nguoi.,5,positive,giao hang nhanh ma con re ung ho đi moi nguoi,giao hang nhanh ma con re ung_ho đi moi nguoi,vi
Lazada,giảm giá qtr,5,positive,giảm giá qtr,giảm_giá qtr,vi
Tiki,Người Việt dùng hàng Việt,5,positive,người việt dùng hàng việt,người việt dùng hàng việt,vi
Lazada,"Mua lookup thì df lên df xuống, hộp móp box móp. Lk 1tr5 thì tiền ship 60k? Lấy phí ship siêu đắt chưa kể còn bể hộp nát hộp",1,positive,mua lookup thì df lên df xuống hộp móp box móp lk 1tr5 thì tiền ship 60k lấy phí ship siêu đắt chưa kể còn bể hộp nát hộp,mua lookup thì df lên df xuống hộp móp box móp lk 1 tr5 thì tiền ship 60 k lấy phí ship siêu_đắt chưa kể còn bể hộp nát hộp,vi
Tiki,"Không gửi được đánh giá sản phẩm trên App Tiki này, cứ đến bước chọn ảnh xong là app này đứng hình!",5,positive,không gửi được đánh giá sản phẩm trên app tiki này cứ đến bước chọn ảnh xong là app này đứng hình,không gửi được đánh_giá sản_phẩm trên app tiki này cứ đến bước chọn ảnh xong là app này đứng hình,vi
Tiki,Để 5 sao cho vui thôi cho ace đọc chứ ứng dụng gì mà xem hàng kéo xuống xong tự nhảy lên ..m a s nóng,5,positive,để 5 sao cho vui thôi cho ace đọc chứ ứng dụng gì mà xem hàng kéo xuống xong tự nhảy lên m a s nóng,để 5 sao cho vui thôi cho ace đọc chứ ứng_dụng gì mà xem hàng kéo xuống xong tự nhảy lên m a_s nóng,vi
Tiki,"Mình đã mua sách từ Tiki từ hồi 7 8 năm về trước, đến giờ, Tiki vẫn luôn là sàn TMĐT tốt, giao hàng nhanh chóng, chất lượng tốt.",5,positive,mình đã mua sách từ tiki từ hồi 7 8 năm về trước đến giờ tiki vẫn luôn là sàn tmđt tốt giao hàng nhanh chóng chất lượng tốt,mình đã mua sách từ tiki từ hồi 7 8 năm về trước đến giờ tiki vẫn luôn là sàn tmđt tốt giao hàng nhanh_chóng chất_lượng tốt,vi
Lazada,"Lúc này kiếm 5tr tại VayTotNhat, kiểu trả góp mà lãi ít thôi",5,positive,lúc này kiếm 5tr tại vaytotnhat kiểu trả góp mà lãi ít thôi,lúc này kiếm 5 tr tại vaytotnhat kiểu trả_góp mà lãi ít thôi,vi
Lazada,quá OK,5,positive,quá ok,quá ok,vi
Shopee,nhanh rẻ và đúng chất lượng .,5,positive,nhanh rẻ và đúng chất lượng,nhanh rẻ và đúng chất_lượng,vi
Shopee,10 điểm ko có nhưng,5,positive,10 điểm không có nhưng,10 điểm không có nhưng,vi
Shopee,nhiều shop quảng cáo một kiểu bán đồ kiểu khác nên 90% hay bị mua nhầm.,4,positive,nhiều cửa hàng quảng cáo một kiểu bán đồ kiểu khác nên 90 hay bị mua nhầm,nhiều cửa_hàng quảng_cáo một kiểu bán đồ kiểu khác nên 90 hay bị mua nhầm,vi
Shopee,áp lày tốt tiện lợi,5,positive,áp lày tốt tiện lợi,áp_lày tốt_tiện lợi,vi
Shopee,app 10 điểm,5,positive,app 10 điểm,app 10 điểm,vi
Lazada,"săn khuyến mãi và áp dụng xu cho các mặt hàng chính hãng rất tốt. Mua hàng từ Trung Quốc cũng tiện lợi, giá cả tiết kiệm nếu biết tìm cửa hàng uy tín.",5,positive,săn khuyến mãi và áp dụng xu cho các mặt hàng chính hãng rất tốt mua hàng từ trung quốc cũng tiện lợi giá cả tiết kiệm nếu biết tìm cửa hàng uy tín,săn khuyến_mãi và áp_dụng xu cho các mặt_hàng chính hãng rất tốt mua hàng từ trung_quốc cũng tiện_lợi giá_cả tiết_kiệm nếu biết tìm cửa_hàng uy_tín,vi
Tiki,Mua hàng tiện lợi,5,positive,mua hàng tiện lợi,mua hàng tiện_lợi,vi
Tiki,"Ứng dụng xài tốt, giao hàng rất đúng hẹn",5,positive,ứng dụng xài tốt giao hàng rất đúng hẹn,ứng_dụng xài tốt giao hàng rất đúng hẹn,vi
Tiki,Ứng dụng này rất hay,5,positive,ứng dụng này rất hay,ứng_dụng này rất hay,vi
Tiki,Hàng xịn so đẹp quá,5,positive,hàng xịn so đẹp quá,hàng xịn so đẹp quá,vi
Lazada,Dịch vụ rất tốt hàng chất lượng tuy giao hàng hơi lâu nhưng không bị móp méo gì sale vào 3/3 giá rất rẻ tôi xin chân thành cảm ơn lazada,5,positive,dịch vụ rất tốt hàng chất lượng tuy giao hàng hơi lâu nhưng không bị móp méo gì sale vào 3 3 giá rất rẻ tôi xin chân thành cảm ơn lazada,dịch_vụ rất tốt hàng chất_lượng tuy giao hàng hơi lâu nhưng không bị móp_méo gì sale vào 3 3 giá rất rẻ tôi xin chân_thành cảm_ơn lazada,vi
Shopee,ko có người silicon,5,positive,không có người silicon,không có người silicon,vi
Shopee,hài lòng với shop,5,positive,hài lòng với cửa hàng,hài_lòng với cửa_hàng,vi
Lazada,tuyệt vời lắm nha,5,positive,tuyệt vời lắm nha,tuyệt_vời lắm nha,vi
Shopee,quá oke lun iuuuu shopee nhiều nhiều nhiều lắm,5,positive,quá oke lun iu shopee nhiều nhiều nhiều lắm,quá oke lun iu shopee nhiều nhiều nhiều lắm,vi
Shopee,rất hay,5,positive,rất hay,rất hay,vi
Shopee,"4 sao thôi vì còn một số shop bán hàng không đúng quy cách, đăng hình quảng cáo sai thực tế... đăng giá bán 0 đồng mà vào thì giá trên trời... shoppee nên có đội ngũ kiểm tra các shop không tuân thỉ yêu cầu thì cắt ngay để kh hết tin dùng",4,positive,4 sao thôi vì còn một số cửa hàng bán hàng không đúng quy cách đăng hình quảng cáo sai thực tế đăng giá bán 0 đồng mà vào thì giá trên trời shoppee nên có đội ngũ kiểm tra các cửa hàng không tuân thỉ yêu cầu thì cắt ngay để kh hết tin dùng,4 sao thôi vì còn một_số cửa_hàng bán hàng_không đúng quy_cách đăng_hình quảng_cáo sai thực_tế đăng_giá bán 0 đồng mà vào thì giá trên trời shoppee nên có đội_ngũ kiểm_tra các cửa_hàng không tuân_thỉ yêu_cầu thì cắt ngay để kh hết tin dùng,vi
Shopee,trải nghiệm tốt,5,positive,trải nghiệm tốt,trải_nghiệm tốt,vi
Shopee,ứng dụng shopee giúp tôi tiếc kiệm được rất nhiều thời gian và tiện lợi nhiều hơn khi mua hàng,5,positive,ứng dụng shopee giúp tôi tiếc kiệm được rất nhiều thời gian và tiện lợi nhiều hơn khi mua hàng,ứng_dụng shopee giúp tôi tiếc_kiệm được rất nhiều thời_gian và tiện_lợi nhiều hơn khi mua hàng,vi
Lazada,OK tiện lợi,5,positive,ok tiện lợi,ok tiện_lợi,vi
Tiki,"Shop cực uy tín , đồ thì giá rẻ , đặt hàng nhanh gọn lẹ , nói chung ứng dụng rất tốt nha",5,positive,cửa hàng cực uy tín đồ thì giá rẻ đặt hàng nhanh gọn lẹ nói chung ứng dụng rất tốt nha,cửa_hàng cực uy_tín_đồ thì giá rẻ đặt_hàng nhanh gọn_lẹ nói_chung ứng_dụng rất tốt_nha,vi
Shopee,ít mã giảm giá từ 0₫ đến 50k quớ,4,positive,ít mã giảm giá từ 0 đến 50k quớ,ít_mã giảm_giá từ 0 đến 50 k quớ,vi
Shopee,"Shopee oki, hipper thân thiện, hài lòng khi mua.",4,positive,shopee oki hipper thân thiện hài lòng khi mua,shopee oki hipper thân_thiện hài_lòng khi mua,vi
